"","chr","new_wind","bkpt_in_window_blood","bkpt_in_window_bone","bkpt_in_window_brain","bkpt_in_window_breast","bkpt_in_window_liver","bkpt_in_window_ovary","bkpt_in_window_pancreatic","bkpt_in_window_prostate","bkpt_in_window_skin","bkpt_in_window_uterus","from","to","density_blood","density_bone","density_brain","density_breast","density_liver","density_ovary","density_pancreatic","density_prostate","density_skin","density_uterus","prod_density_blood","prod_density_brain","prod_density_bone","prod_density_uterus","prod_density_liver","prod_density_prostate","prod_density_skin","prod_density_ovary","prod_density_pancreatic","prod_density_breast","overall_density","blood_bkpt_hotspot_0.5","bone_bkpt_hotspot_0.5","brain_bkpt_hotspot_0.5","breast_bkpt_hotspot_0.5","liver_bkpt_hotspot_0.5","ovary_bkpt_hotspot_0.5","pancreatic_bkpt_hotspot_0.5","prostate_bkpt_hotspot_0.5","skin_bkpt_hotspot_0.5","uterus_bkpt_hotspot_0.5","overall_density_bkpt_hotspot_0.5","blood_bkpt_hotspot_1","bone_bkpt_hotspot_1","brain_bkpt_hotspot_1","breast_bkpt_hotspot_1","liver_bkpt_hotspot_1","ovary_bkpt_hotspot_1","pancreatic_bkpt_hotspot_1","prostate_bkpt_hotspot_1","skin_bkpt_hotspot_1","uterus_bkpt_hotspot_1","overall_density_bkpt_hotspot_1"
"1475","2",180,0,2,0,33,5,31,17,14,17,0,1.79e+08,1.8e+08,0,0.000785545954438335,0,0.000171969045571797,0.000224104701716642,0.00043300322657243,0.000198303918252126,0.000292025614818214,0.000310507954483187,0,0,0,5.36208842620024e-06,0,2.71873839190839e-05,5.03773632761175e-05,1.11755888054762e-05,1.60545720060209e-05,1.03981887013991e-05,4.47396973974409e-05,0.000165294882531739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1476","2",181,0,0,0,35,9,21,25,67,15,0,1.8e+08,1.81e+08,0,0,0,0.000182391411970088,0.000403388463089956,0.000293324766387775,0.000291623409194303,0.00139755115663002,0.00027397760689693,0,0,0,0,0,4.89372910543509e-05,0.000241091667107134,9.86081365189074e-06,1.08756778105303e-05,1.52914539726457e-05,4.7451194209407e-05,0.000373508097805958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1477","2",182,0,0,0,40,7,21,7,42,12,4,1.81e+08,1.82e+08,0,0,0,0.000208447327965815,0.000313746582403299,0.000293324766387775,8.16545545744048e-05,0.000876076844454642,0.000219182085517544,0.000589796520200531,0,0,0,7.75903582268151e-05,3.80623374867174e-05,0.000151132089828352,7.88865092151259e-06,1.08756778105303e-05,4.2816071123408e-06,5.42299362393223e-05,0.000344060657625591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1478","2",183,0,0,0,50,13,29,14,18,14,0,1.82e+08,1.83e+08,0,0,0,0.000260559159957268,0.000582672224463269,0.000405067534535499,0.00016330910914881,0.000375461504766275,0.000255712433103801,0,0,0,0,0,7.0687198189618e-05,6.47708956407225e-05,9.20342607509802e-06,1.50187931669228e-05,8.5632142246816e-06,6.77874202991529e-05,0.000236030947596196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1479","2",184,4,2,2,51,10,41,23,24,23,0,1.83e+08,1.84e+08,0.00171969045571797,0.000785545954438335,0.00128122998078155,0.000265770343156414,0.000448209403433284,0.000572681686757085,0.000268293536458759,0.000500615339688367,0.000420098997241959,0,0.000244907824751644,5.08834742600181e-05,5.36208842620024e-06,0,5.43747678381677e-05,8.636119418763e-05,1.51199142662325e-05,2.12334662015115e-05,1.40681376548341e-05,6.9143168705136e-05,0.000561454036291374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1480","2",185,0,0,0,28,3,23,18,5,16,0,1.84e+08,1.85e+08,0,0,0,0.00014591312957607,0.000134462821029985,0.000321260458424706,0.000209968854619898,0.000104294862435076,0.000292242780690058,0,0,0,0,0,1.63124303514503e-05,1.79919154557562e-05,1.05182012286835e-05,1.19114566496284e-05,1.10098468603049e-05,3.79609553675256e-05,0.000105704805913349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1481","2",186,4,0,0,27,11,25,30,23,19,0,1.85e+08,1.86e+08,0.00171969045571797,0,0,0.000140701946376925,0.000493030343776612,0.000349196150461637,0.000349948091033163,0.000479756367201352,0.000347038302069444,0,0.000244907824751644,0,0,0,5.98122446219845e-05,8.27628110964787e-05,1.24903639590616e-05,1.29472354887266e-05,1.83497447671749e-05,3.66052069615426e-05,0.000467875431646613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1482","2",187,0,4,0,57,5,24,25,82,14,0,1.86e+08,1.87e+08,0,0.00157109190887667,0,0.000297037442351286,0.000224104701716642,0.000335228304443172,0.000291623409194303,0.00171043574393525,0.000255712433103801,0,0,0,1.07241768524005e-05,0,2.71873839190839e-05,0.000295067413474402,9.20342607509802e-06,1.24293460691775e-05,1.52914539726457e-05,7.72776591410343e-05,0.000447180859503842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1483","2",188,0,1,2,71,11,25,39,53,14,3,1.87e+08,1.88e+08,0,0.000392772977219167,0.00128122998078155,0.000369994007139321,0.000493030343776612,0.000349196150461637,0.000454932518343112,0.00110552554181181,0.000255712433103801,0.000442347390150398,0,5.08834742600181e-05,2.68104421310012e-06,5.81927686701113e-05,5.98122446219845e-05,0.000190714303831016,9.20342607509802e-06,1.29472354887266e-05,2.38546681973273e-05,9.62581368247972e-05,0.000504547302182179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1484","2",189,0,0,0,32,6,17,37,38,18,0,1.88e+08,1.89e+08,0,0,0,0.000166757862372652,0.00026892564205997,0.000237453382313913,0.000431602645607568,0.000792640954506581,0.000328773128276316,0,0,0,0,0,3.26248607029006e-05,0.000136738557463747,1.18329763822689e-05,8.80412013233406e-06,2.26313518795157e-05,4.33839489914579e-05,0.000256015815552225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1485","2",190,0,2,0,44,2,33,14,25,9,8,1.89e+08,1.9e+08,0,0.000785545954438335,0,0.000229292060762396,8.96418806866568e-05,0.000460938918609361,0.00016330910914881,0.000521474312175382,0.000164386564138158,0.00117959304040106,0,0,5.36208842620024e-06,0.00015518071645363,1.08749535676335e-05,8.99595772787812e-05,5.91648819113444e-06,1.7090350845119e-05,8.5632142246816e-06,5.96529298632546e-05,0.000352600318850435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1486","2",191,0,2,0,73,4,28,31,27,34,0,1.9e+08,1.91e+08,0,0.000785545954438335,0,0.000380416373537612,0.000179283761373314,0.000391099688517034,0.000361613027400936,0.000563192257149413,0.000621015908966374,0,0,0,5.36208842620024e-06,0,2.17499071352671e-05,9.71563434610837e-05,2.23511776109523e-05,1.45009037473737e-05,1.89614029260807e-05,9.89696336367633e-05,0.000279051456943721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1487","2",192,0,3,0,64,4,34,19,44,16,0,1.91e+08,1.92e+08,0,0.0011783189316575,0,0.000333515724745303,0.000179283761373314,0.000474906764627827,0.00022163379098767,0.000917794789428673,0.000292242780690058,0,0,0,8.04313263930035e-06,0,2.17499071352671e-05,0.000158328856010655,1.05182012286835e-05,1.76082402646681e-05,1.16215050192108e-05,8.67678979829157e-05,0.0003146377402807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1488","2",193,0,2,0,51,17,2,16,70,12,0,1.92e+08,1.93e+08,0,0.000785545954438335,0,0.000265770343156414,0.000761955985836583,2.7935692036931e-05,0.000186638981884354,0.00146012807409107,0.000219182085517544,0,0,0,5.36208842620024e-06,0,9.24371053248851e-05,0.000251886816380587,7.88865092151259e-06,1.03577883909812e-06,9.78653054249326e-06,6.9143168705136e-05,0.000437540139139913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1489","2",194,0,0,0,36,6,13,24,22,13,4,1.93e+08,1.94e+08,0,0,0,0.000187602595169233,0.00026892564205997,0.000181581998240051,0.000279958472826531,0.000458897394714336,0.000237447259310672,0.000589796520200531,0,0,0,7.75903582268151e-05,3.26248607029006e-05,7.91644280053275e-05,8.54603849830531e-06,6.73256245413781e-06,1.46797958137399e-05,4.88069426153901e-05,0.000268144986316616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1490","2",195,0,0,0,21,8,19,20,14,11,0,1.94e+08,1.95e+08,0,0,0,0.000109434847182053,0.000358567522746627,0.000265389074350844,0.000233298727355442,0.000292025614818214,0.000200916911724415,0,0,0,0,0,4.34998142705342e-05,5.03773632761175e-05,7.23126334471987e-06,9.83989897143218e-06,1.22331631781166e-05,2.84707165256442e-05,0.000151652219566564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1491","2",196,0,1,0,31,1,35,45,24,16,8,1.95e+08,1.96e+08,0,0.000392772977219167,0,0.000161546679173506,4.48209403433284e-05,0.000488874610646292,0.000524922136549745,0.000500615339688367,0.000292242780690058,0.00117959304040106,0,0,2.68104421310012e-06,0.00015518071645363,5.43747678381677e-06,8.636119418763e-05,1.05182012286835e-05,1.81261296842172e-05,2.75246171507623e-05,4.20282005854748e-05,0.000347857580287315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1492","2",197,0,0,0,38,7,18,18,24,8,1,1.96e+08,1.97e+08,0,0,0,0.000198024961567524,0.000313746582403299,0.000251421228332379,0.000209968854619898,0.000500615339688367,0.000146121390345029,0.000147449130050133,0,0,0,1.93975895567038e-05,3.80623374867174e-05,8.636119418763e-05,5.25910061434173e-06,9.32200955188312e-06,1.10098468603049e-05,5.15184394273562e-05,0.000220930517684937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1493","2",198,0,1,0,46,8,29,20,9,8,0,1.97e+08,1.98e+08,0,0.000392772977219167,0,0.000239714427160687,0.000358567522746627,0.000405067534535499,0.000233298727355442,0.000187730752383138,0.000146121390345029,0,0,0,2.68104421310012e-06,0,4.34998142705342e-05,3.23854478203612e-05,5.25910061434173e-06,1.50187931669228e-05,1.22331631781166e-05,6.23644266752207e-05,0.000173441789938597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1494","2",199,0,2,0,74,2,46,13,64,10,2,1.98e+08,1.99e+08,0,0.000785545954438335,0,0.000385627556736757,8.96418806866568e-05,0.000642520916849413,0.000151644172781037,0.00133497423916898,0.000182651737931286,0.000294898260100265,0,0,5.36208842620024e-06,3.87951791134076e-05,1.08749535676335e-05,0.00023029651783368,6.57387576792716e-06,2.38229132992569e-05,7.95155606577578e-06,0.000100325382042746,0.000424002466116627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1495","2",200,2,0,0,56,1,33,21,38,8,5,1.99e+08,2e+08,0.000859845227858985,0,0,0.00029182625915214,4.48209403433284e-05,0.000460938918609361,0.000244963663723214,0.000792640954506581,0.000146121390345029,0.000737245650250664,0.000122453912375822,0,0,9.69879477835189e-05,5.43747678381677e-06,0.000136738557463747,5.25910061434173e-06,1.7090350845119e-05,1.28448213370224e-05,7.59219107350513e-05,0.00047273407793844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1496","2",201,0,0,1,64,1,22,22,10,11,2,2e+08,2.01e+08,0,0,0.000640614990390775,0.000333515724745303,4.48209403433284e-05,0.000307292612406241,0.000256628600090987,0.000208589724870153,0.000200916911724415,0.000294898260100265,0,2.5441737130009e-05,0,3.87951791134076e-05,5.43747678381677e-06,3.59838309115125e-05,7.23126334471987e-06,1.13935672300794e-05,1.34564794959282e-05,8.67678979829157e-05,0.000224507431992389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1497","2",202,2,0,0,39,10,27,32,4,16,2,2.01e+08,2.02e+08,0.000859845227858985,0,0,0.000203236144766669,0.000448209403433284,0.000377131842498568,0.000373277963768708,8.34358899480612e-05,0.000292242780690058,0.000294898260100265,0.000122453912375822,0,0,3.87951791134076e-05,5.43747678381677e-05,1.4393532364605e-05,1.05182012286835e-05,1.39830143278247e-05,1.95730610849865e-05,5.28741878333393e-05,0.000326965856166836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1498","2",203,0,0,0,47,13,25,29,17,8,0,2.02e+08,2.03e+08,0,0,0,0.000244925610359832,0.000582672224463269,0.000349196150461637,0.000338283154665391,0.00035460253227926,0.000146121390345029,0,0,0,0,0,7.0687198189618e-05,6.11725125495712e-05,5.25910061434173e-06,1.29472354887266e-05,1.7738086608269e-05,6.37201750812037e-05,0.00023152430853173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1499","2",204,1,0,0,43,7,28,21,39,16,5,2.03e+08,2.04e+08,0.000429922613929493,0,0,0.000224080877563251,0.000313746582403299,0.000391099688517034,0.000244963663723214,0.000813499926993596,0.000292242780690058,0.000737245650250664,6.1226956187911e-05,0,0,9.69879477835189e-05,3.80623374867174e-05,0.000140336940554899,1.05182012286835e-05,1.45009037473737e-05,1.28448213370224e-05,5.82971814572715e-05,0.000432775289783397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1500","2",205,0,0,0,41,11,27,31,28,8,6,2.04e+08,2.05e+08,0,0,0,0.00021365851116496,0.000493030343776612,0.000377131842498568,0.000361613027400936,0.000584051229636428,0.000146121390345029,0.000884694780300796,0,0,0,0.000116385537340223,5.98122446219845e-05,0.000100754726552235,5.25910061434173e-06,1.39830143278247e-05,1.89614029260807e-05,5.55856846453054e-05,0.000370741711027995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1501","2",206,0,0,0,41,6,11,42,15,11,0,2.05e+08,2.06e+08,0,0,0,0.00021365851116496,0.00026892564205997,0.00015364630620312,0.000489927327446429,0.000312884587305229,0.000200916911724415,0,0,0,0,0,3.26248607029006e-05,5.39757463672687e-05,7.23126334471987e-06,5.69678361503968e-06,2.56896426740448e-05,5.55856846453054e-05,0.000180803981349279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1502","2",207,0,0,0,57,21,39,48,42,6,5,2.06e+08,2.07e+08,0,0,0,0.000297037442351286,0.000941239747209896,0.000544745994720154,0.000559916945653061,0.000876076844454642,0.000109591042758772,0.000737245650250664,0,0,0,9.69879477835189e-05,0.000114187012460152,0.000151132089828352,3.9443254607563e-06,2.01976873624134e-05,2.93595916274798e-05,7.72776591410343e-05,0.000493086313663707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1503","2",208,0,2,1,35,0,12,5,18,7,0,2.07e+08,2.08e+08,0,0.000785545954438335,0.000640614990390775,0.000182391411970088,0,0.000167614152221586,5.83246818388606e-05,0.000375461504766275,0.0001278562165519,0,0,2.5441737130009e-05,5.36208842620024e-06,0,0,6.47708956407225e-05,4.60171303754901e-06,6.21467303458874e-06,3.05829079452914e-06,4.7451194209407e-05,0.000156900592273006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1504","2",209,1,0,0,62,25,19,38,18,6,5,2.08e+08,2.09e+08,0.000429922613929493,0,0,0.000323093358347013,0.00112052350858321,0.000265389074350844,0.00044326758197534,0.000375461504766275,0.000109591042758772,0.000737245650250664,6.1226956187911e-05,0,0,9.69879477835189e-05,0.000135936919595419,6.47708956407225e-05,3.9443254607563e-06,9.83989897143218e-06,2.32430100384215e-05,8.40564011709496e-05,0.000480006354849131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1505","2",210,0,0,0,40,8,49,15,12,6,7,2.09e+08,2.1e+08,0,0,0,0.000208447327965815,0.000358567522746627,0.000684424454904809,0.000174974045516582,0.000250307669844183,0.000109591042758772,0.00103214391035093,0,0,0,0.000135783126896926,4.34998142705342e-05,4.3180597093815e-05,3.9443254607563e-06,2.5376581557904e-05,9.17487238358743e-06,5.42299362393223e-05,0.000315189253902846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1506","2",211,0,0,0,41,0,27,18,246,8,0,2.1e+08,2.11e+08,0,0,0,0.00021365851116496,0,0.000377131842498568,0.000209968854619898,0.00513130723180576,0.000146121390345029,0,0,0,0,0,0,0.000885202240423207,5.25910061434173e-06,1.39830143278247e-05,1.10098468603049e-05,5.55856846453054e-05,0.000971039886870984,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"1507","2",212,0,1,0,47,26,22,17,27,12,1,2.11e+08,2.12e+08,0,0.000392772977219167,0,0.000244925610359832,0.00116534444892654,0.000307292612406241,0.000198303918252126,0.000563192257149413,0.000219182085517544,0.000147449130050133,0,0,2.68104421310012e-06,1.93975895567038e-05,0.000141374396379236,9.71563434610837e-05,7.88865092151259e-06,1.13935672300794e-05,1.03981887013991e-05,6.37201750812037e-05,0.000354009955544318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1508","2",213,0,0,0,58,0,56,19,11,8,0,2.12e+08,2.13e+08,0,0,0,0.000302248625550431,0,0.000782199377034068,0.00022163379098767,0.000229448697357168,0.000146121390345029,0,0,0,0,0,0,3.95822140026637e-05,5.25910061434173e-06,2.90018074947475e-05,1.16215050192108e-05,7.86334075470174e-05,0.000164098034677981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1509","2",214,0,2,0,50,12,43,29,3,17,4,2.13e+08,2.14e+08,0,0.000785545954438335,0,0.000260559159957268,0.000537851284119941,0.000600617378794016,0.000338283154665391,6.25769174610459e-05,0.000310507954483187,0.000589796520200531,0,0,5.36208842620024e-06,7.75903582268151e-05,6.52497214058013e-05,1.07951492734537e-05,1.11755888054762e-05,2.22692450406097e-05,1.7738086608269e-05,6.77874202991529e-05,0.000277967658085778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1510","2",215,2,0,0,28,5,16,30,18,9,0,2.14e+08,2.15e+08,0.000859845227858985,0,0,0.00014591312957607,0.000224104701716642,0.000223485536295448,0.000349948091033163,0.000375461504766275,0.000164386564138158,0,0.000122453912375822,0,0,0,2.71873839190839e-05,6.47708956407225e-05,5.91648819113444e-06,8.28623071278499e-06,1.83497447671749e-05,3.79609553675256e-05,0.000284925610974248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1511","2",216,0,0,0,37,3,15,32,9,10,0,2.15e+08,2.16e+08,0,0,0,0.000192813778368379,0.000134462821029985,0.000209517690276982,0.000373277963768708,0.000187730752383138,0.000182651737931286,0,0,0,0,0,1.63124303514503e-05,3.23854478203612e-05,6.57387576792716e-06,7.76834129323593e-06,1.95730610849865e-05,5.01626910213732e-05,0.000132775847339334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1512","2",217,1,0,0,35,2,15,29,4,7,4,2.16e+08,2.17e+08,0.000429922613929493,0,0,0.000182391411970088,8.96418806866568e-05,0.000209517690276982,0.000338283154665391,8.34358899480612e-05,0.0001278562165519,0.000589796520200531,6.1226956187911e-05,0,0,7.75903582268151e-05,1.08749535676335e-05,1.4393532364605e-05,4.60171303754901e-06,7.76834129323593e-06,1.7738086608269e-05,4.7451194209407e-05,0.000241645135495426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1513","2",218,0,4,0,43,0,10,24,19,12,8,2.17e+08,2.18e+08,0,0.00157109190887667,0,0.000224080877563251,0,0.000139678460184655,0.000279958472826531,0.000396320477253291,0.000219182085517544,0.00117959304040106,0,0,1.07241768524005e-05,0.00015518071645363,0,6.83692787318737e-05,7.88865092151259e-06,5.17889419549062e-06,1.46797958137399e-05,5.82971814572715e-05,0.000320318694425919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1514","2",219,0,4,0,20,9,19,17,11,7,0,2.18e+08,2.19e+08,0,0.00157109190887667,0,0.000104223663982907,0.000403388463089956,0.000265389074350844,0.000198303918252126,0.000229448697357168,0.0001278562165519,0,0,0,1.07241768524005e-05,0,4.89372910543509e-05,3.95822140026637e-05,4.60171303754901e-06,9.83989897143218e-06,1.03981887013991e-05,2.71149681196612e-05,0.000151198450739457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1515","2",220,0,2,0,67,12,24,30,20,9,2,2.19e+08,2.2e+08,0,0.000785545954438335,0,0.00034914927434274,0.000537851284119941,0.000335228304443172,0.000349948091033163,0.000417179449740306,0.000164386564138158,0.000294898260100265,0,0,5.36208842620024e-06,3.87951791134076e-05,6.52497214058013e-05,7.1967661823025e-05,5.91648819113444e-06,1.24293460691775e-05,1.83497447671749e-05,9.08351432008649e-05,0.000308905372996786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1516","2",221,0,10,0,31,10,47,12,5,14,2,2.2e+08,2.21e+08,0,0.00392772977219167,0,0.000161546679173506,0.000448209403433284,0.000656488762867878,0.000139979236413265,0.000104294862435076,0.000255712433103801,0.000294898260100265,0,0,2.68104421310012e-05,3.87951791134076e-05,5.43747678381677e-05,1.79919154557562e-05,9.20342607509802e-06,2.43408027188059e-05,7.33989790686995e-06,4.20282005854748e-05,0.000220884631824581,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"1517","2",222,0,0,0,39,2,20,13,11,6,0,2.21e+08,2.22e+08,0,0,0,0.000203236144766669,8.96418806866568e-05,0.00027935692036931,0.000151644172781037,0.000229448697357168,0.000109591042758772,0,0,0,0,0,1.08749535676335e-05,3.95822140026637e-05,3.9443254607563e-06,1.03577883909812e-05,7.95155606577578e-06,5.28741878333393e-05,0.00012558502532115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1518","2",223,1,0,0,43,10,37,22,16,7,3,2.22e+08,2.23e+08,0.000429922613929493,0,0,0.000224080877563251,0.000448209403433284,0.000516810302683223,0.000256628600090987,0.000333743559792245,0.0001278562165519,0.000442347390150398,6.1226956187911e-05,0,0,5.81927686701113e-05,5.43747678381677e-05,5.757412945842e-05,4.60171303754901e-06,1.91619085233153e-05,1.34564794959282e-05,5.82971814572715e-05,0.000326885904668674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1519","2",224,0,1,0,40,5,29,21,45,15,0,2.23e+08,2.24e+08,0,0.000392772977219167,0,0.000208447327965815,0.000224104701716642,0.000405067534535499,0.000244963663723214,0.000938653761915688,0.00027397760689693,0,0,0,2.68104421310012e-06,0,2.71873839190839e-05,0.000161927239101806,9.86081365189074e-06,1.50187931669228e-05,1.28448213370224e-05,5.42299362393223e-05,0.000283750031629148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1520","2",225,1,0,0,34,2,12,43,7,13,4,2.24e+08,2.25e+08,0.000429922613929493,0,0,0.000177180228770942,8.96418806866568e-05,0.000167614152221586,0.000501592263814201,0.000146012807409107,0.000237447259310672,0.000589796520200531,6.1226956187911e-05,0,0,7.75903582268151e-05,1.08749535676335e-05,2.51886816380587e-05,8.54603849830531e-06,6.21467303458874e-06,2.63013008329506e-05,4.6095445803424e-05,0.000262038407789687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1521","2",226,1,0,0,48,5,16,17,13,8,0,2.25e+08,2.26e+08,0.000429922613929493,0,0,0.000250136793558978,0.000224104701716642,0.000223485536295448,0.000198303918252126,0.000271166642331199,0.000146121390345029,0,6.1226956187911e-05,0,0,0,2.71873839190839e-05,4.67789801849662e-05,5.25910061434173e-06,8.28623071278499e-06,1.03981887013991e-05,6.50759234871868e-05,0.000224212763807674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1522","2",227,1,0,0,25,1,21,15,12,16,4,2.26e+08,2.27e+08,0.000429922613929493,0,0,0.000130279579978634,4.48209403433284e-05,0.000293324766387775,0.000174974045516582,0.000250307669844183,0.000292242780690058,0.000589796520200531,6.1226956187911e-05,0,0,7.75903582268151e-05,5.43747678381677e-06,4.3180597093815e-05,1.05182012286835e-05,1.08756778105303e-05,9.17487238358743e-06,3.38937101495765e-05,0.000251897849864736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1523","2",228,0,0,0,25,10,19,20,29,11,3,2.27e+08,2.28e+08,0,0,0,0.000130279579978634,0.000448209403433284,0.000265389074350844,0.000233298727355442,0.000604910202123443,0.000200916911724415,0.000442347390150398,0,0,0,5.81927686701113e-05,5.43747678381677e-05,0.000104353109643386,7.23126334471987e-06,9.83989897143218e-06,1.22331631781166e-05,3.38937101495765e-05,0.00028011868179551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1524","2",229,0,5,0,50,11,39,32,9,14,9,2.28e+08,2.29e+08,0,0.00196386488609584,0,0.000260559159957268,0.000493030343776612,0.000544745994720154,0.000373277963768708,0.000187730752383138,0.000255712433103801,0.00132704217045119,0,0,1.34052210655006e-05,0.000174578306010334,5.98122446219845e-05,3.23854478203612e-05,9.20342607509802e-06,2.01976873624134e-05,1.95730610849865e-05,6.77874202991529e-05,0.000396942814339831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1525","2",230,0,1,0,36,2,34,7,2,10,4,2.29e+08,2.3e+08,0,0.000392772977219167,0,0.000187602595169233,8.96418806866568e-05,0.000474906764627827,8.16545545744048e-05,4.17179449740306e-05,0.000182651737931286,0.000589796520200531,0,0,2.68104421310012e-06,7.75903582268151e-05,1.08749535676335e-05,7.1967661823025e-06,6.57387576792716e-06,1.76082402646681e-05,4.2816071123408e-06,4.88069426153901e-05,0.000175613787950177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1526","2",231,1,1,1,21,5,26,20,14,5,0,2.3e+08,2.31e+08,0.000429922613929493,0.000392772977219167,0.000640614990390775,0.000109434847182053,0.000224104701716642,0.000363163996480103,0.000233298727355442,0.000292025614818214,9.13258689656432e-05,0,6.1226956187911e-05,2.5441737130009e-05,2.68104421310012e-06,0,2.71873839190839e-05,5.03773632761175e-05,3.28693788396358e-06,1.34651249082756e-05,1.22331631781166e-05,2.84707165256442e-05,0.000224370427222221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1527","2",232,3,0,0,41,4,37,19,17,2,4,2.31e+08,2.32e+08,0.00128976784178848,0,0,0.00021365851116496,0.000179283761373314,0.000516810302683223,0.00022163379098767,0.00035460253227926,3.65303475862573e-05,0.000589796520200531,0.000183680868563733,0,0,7.75903582268151e-05,2.17499071352671e-05,6.11725125495712e-05,1.31477515358543e-06,1.91619085233153e-05,1.16215050192108e-05,5.55856846453054e-05,0.000431877519816803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
