"chr","new_wind","count_sl_15_30","count_sl_16_50","count_sl_6_15","length_sl_15_30","length_sl_16_50","length_sl_6_15","from","to","coverage_sl_15_30","coverage_sl_16_50","coverage_sl_6_15"
"20",37,8118,183,17399,432331,8388,482741,36000000,37000000,0.432331,0.008388,0.482741
"20",38,8386,229,17638,459752,10361,497338,37000000,38000000,0.459752,0.010361,0.497338
"20",39,8334,281,17648,468332,12822,507813,38000000,39000000,0.468332,0.012822,0.507813
"20",40,8428,262,17667,460910,10974,500313,39000000,40000000,0.46091,0.010974,0.500313
"20",41,8382,221,17605,453008,9652,496158,40000000,41000000,0.453008,0.009652,0.496158
"20",42,8304,226,17624,448788,10890,492166,41000000,42000000,0.448788,0.01089,0.492166
"20",43,8353,212,17772,444890,9811,488508,42000000,43000000,0.44489,0.009811,0.488508
"20",44,8239,229,17834,453207,10127,500134,43000000,44000000,0.453207,0.010127,0.500134
"20",45,8194,236,17584,442347,10344,487679,44000000,45000000,0.442347,0.010344,0.487679
"20",46,8343,252,17695,452339,11952,497659,45000000,46000000,0.452339,0.011952,0.497659
"20",47,8413,205,17767,453351,8181,492633,46000000,47000000,0.453351,0.008181,0.492633
"20",48,8269,212,17848,446427,8430,489761,47000000,48000000,0.446427,0.00843,0.489761
"20",49,8329,215,17744,449813,9049,489910,48000000,49000000,0.449813,0.009049,0.48991
"20",50,8394,237,17894,456480,10645,496330,49000000,50000000,0.45648,0.010645,0.49633
"20",51,8391,233,17943,457050,10544,497871,50000000,51000000,0.45705,0.010544,0.497871
"20",52,8380,284,17797,467270,13396,509413,51000000,52000000,0.46727,0.013396,0.509413
"20",53,8432,316,17746,464493,14216,500918,52000000,53000000,0.464493,0.014216,0.500918
"20",54,8372,337,17793,486109,15057,521835,53000000,54000000,0.486109,0.015057,0.521835
"20",55,8288,293,17525,473060,18077,510759,54000000,55000000,0.47306,0.018077,0.510759
"20",56,8442,216,17810,454459,9561,499852,55000000,56000000,0.454459,0.009561,0.499852
"20",57,8261,201,17745,448437,8378,496784,56000000,57000000,0.448437,0.008378,0.496784
"20",58,8286,237,17685,455349,9713,498421,57000000,58000000,0.455349,0.009713,0.498421
"20",59,8316,243,17540,459255,10039,507376,58000000,59000000,0.459255,0.010039,0.507376
"20",60,8331,211,17625,454157,9993,496725,59000000,60000000,0.454157,0.009993,0.496725
"20",61,8215,183,17508,464642,7043,503251,60000000,61000000,0.464642,0.007043,0.503251
"20",62,7609,7,15848,442867,288,467767,61000000,62000000,0.442867,0.000288,0.467767
"20",63,7750,0,16970,461893,0,494326,62000000,63000000,0.461893,0,0.494326
"20",64,0,0,0,0,0,0,63000000,63025520,0,0,0
"21",1,0,0,0,0,0,0,0,1000000,0,0,0
"21",2,0,0,0,0,0,0,1000000,2000000,0,0,0
"21",3,0,0,0,0,0,0,2000000,3000000,0,0,0
"21",4,0,0,0,0,0,0,3000000,4000000,0,0,0
"21",5,0,0,0,0,0,0,4000000,5000000,0,0,0
"21",6,0,0,0,0,0,0,5000000,6000000,0,0,0
"21",7,0,0,0,0,0,0,6000000,7000000,0,0,0
"21",8,0,0,0,0,0,0,7000000,8000000,0,0,0
"21",9,0,0,0,0,0,0,8000000,9000000,0,0,0
"21",10,3916,156,8415,240176,7581,253312,9000000,10000000,0.240176,0.007581,0.253312
"21",11,5731,213,12497,347353,9192,374724,10000000,11000000,0.347353,0.009192,0.374724
"21",12,1537,57,3346,89047,3167,98429,11000000,12000000,0.089047,0.003167,0.098429
"21",13,0,0,0,0,0,0,12000000,13000000,0,0,0
"21",14,0,0,0,0,0,0,13000000,14000000,0,0,0
"21",15,5547,213,11485,339359,10644,351904,14000000,15000000,0.339359,0.010644,0.351904
"21",16,8447,315,17613,501015,14249,528737,15000000,16000000,0.501015,0.014249,0.528737
"21",17,8376,307,17684,496795,13819,524537,16000000,17000000,0.496795,0.013819,0.524537
"21",18,8468,408,17544,525566,18744,543383,17000000,18000000,0.525566,0.018744,0.543383
"21",19,8278,291,17506,476598,13786,518484,18000000,19000000,0.476598,0.013786,0.518484
"21",20,8407,336,17585,504741,14620,533629,19000000,20000000,0.504741,0.01462,0.533629
"21",21,8447,420,17649,534400,18443,550380,20000000,21000000,0.5344,0.018443,0.55038
"21",22,8330,420,17531,538371,20658,557035,21000000,22000000,0.538371,0.020658,0.557035
"21",23,8573,424,17717,550976,20128,561898,22000000,23000000,0.550976,0.020128,0.561898
"21",24,8340,425,17449,533917,19487,553677,23000000,24000000,0.533917,0.019487,0.553677
"21",25,8445,437,17604,552822,20986,565028,24000000,25000000,0.552822,0.020986,0.565028
"21",26,8440,451,17731,539822,20397,554701,25000000,26000000,0.539822,0.020397,0.554701
"21",27,8445,374,17740,510444,15803,538726,26000000,27000000,0.510444,0.015803,0.538726
"21",28,8539,293,17910,487423,12329,519402,27000000,28000000,0.487423,0.012329,0.519402
"21",29,8502,349,17753,511848,17230,535742,28000000,29000000,0.511848,0.01723,0.535742
"21",30,8538,347,17574,513915,15316,535936,29000000,30000000,0.513915,0.015316,0.535936
"21",31,8521,289,17809,487066,12513,518712,30000000,31000000,0.487066,0.012513,0.518712
"21",32,8501,325,17796,508703,14139,529997,31000000,32000000,0.508703,0.014139,0.529997
"21",33,8398,255,17708,469477,12327,506693,32000000,33000000,0.469477,0.012327,0.506693
"21",34,8298,268,17753,452647,11390,497035,33000000,34000000,0.452647,0.01139,0.497035
"21",35,8410,290,17818,478397,13407,514374,34000000,35000000,0.478397,0.013407,0.514374
"21",36,8391,239,17855,460965,9612,504115,35000000,36000000,0.460965,0.009612,0.504115
"21",37,8431,267,17819,468570,12018,510711,36000000,37000000,0.46857,0.012018,0.510711
"21",38,8352,226,17800,456356,11227,501846,37000000,38000000,0.456356,0.011227,0.501846
"21",39,8402,258,17689,474041,11388,509957,38000000,39000000,0.474041,0.011388,0.509957
"21",40,8432,230,17764,462321,9816,505842,39000000,40000000,0.462321,0.009816,0.505842
"21",41,8285,255,17825,462658,11044,505509,40000000,41000000,0.462658,0.011044,0.505509
"21",42,8270,281,17536,463887,12368,504699,41000000,42000000,0.463887,0.012368,0.504699
"21",43,7921,221,16892,431754,10130,474738,42000000,43000000,0.431754,0.01013,0.474738
"21",44,8212,187,17454,450806,7478,495842,43000000,44000000,0.450806,0.007478,0.495842
"21",45,7855,186,16631,436440,7407,475400,44000000,45000000,0.43644,0.007407,0.4754
"21",46,8198,169,17456,462600,6790,502106,45000000,46000000,0.4626,0.00679,0.502106
"21",47,8160,186,17483,464177,7230,508388,46000000,47000000,0.464177,0.00723,0.508388
"21",48,8164,208,17470,464616,8217,507102,47000000,48000000,0.464616,0.008217,0.507102
"21",49,1000,27,2212,55370,1476,63113,48000000,48129895,0.05537,0.001476,0.063113
"22",1,0,0,0,0,0,0,0,1000000,0,0,0
"22",2,0,0,0,0,0,0,1000000,2000000,0,0,0
"22",3,0,0,0,0,0,0,2000000,3000000,0,0,0
"22",4,0,0,0,0,0,0,3000000,4000000,0,0,0
"22",5,0,0,0,0,0,0,4000000,5000000,0,0,0
"22",6,0,0,0,0,0,0,5000000,6000000,0,0,0
"22",7,0,0,0,0,0,0,6000000,7000000,0,0,0
"22",8,0,0,0,0,0,0,7000000,8000000,0,0,0
"22",9,0,0,0,0,0,0,8000000,9000000,0,0,0
"22",10,0,0,0,0,0,0,9000000,10000000,0,0,0
"22",11,0,0,0,0,0,0,10000000,11000000,0,0,0
"22",12,0,0,0,0,0,0,11000000,12000000,0,0,0
"22",13,0,0,0,0,0,0,12000000,13000000,0,0,0
"22",14,0,0,0,0,0,0,13000000,14000000,0,0,0
"22",15,0,0,0,0,0,0,14000000,15000000,0,0,0
"22",16,0,0,0,0,0,0,15000000,16000000,0,0,0
"22",17,6720,203,14237,413253,8506,421037,16000000,17000000,0.413253,0.008506,0.421037
"22",18,8205,249,17480,456845,10378,497737,17000000,18000000,0.456845,0.010378,0.497737
"22",19,8328,236,17763,474802,19953,507730,18000000,19000000,0.474802,0.019953,0.50773
"22",20,8422,211,17867,472294,8306,511254,19000000,20000000,0.472294,0.008306,0.511254
"22",21,7466,228,15858,443973,15972,469133,20000000,21000000,0.443973,0.015972,0.469133
"22",22,8279,218,17900,466778,11576,506065,21000000,22000000,0.466778,0.011576,0.506065
"22",23,8379,233,17716,466601,9830,503369,22000000,23000000,0.466601,0.00983,0.503369
"22",24,8425,221,17830,470602,9322,509579,23000000,24000000,0.470602,0.009322,0.509579
"22",25,8378,216,17844,462587,8875,501375,24000000,25000000,0.462587,0.008875,0.501375
"22",26,8339,232,17704,450666,10453,492038,25000000,26000000,0.450666,0.010453,0.492038
"22",27,8351,227,17591,446688,9231,489553,26000000,27000000,0.446688,0.009231,0.489553
"22",28,8051,234,17303,431483,10156,477243,27000000,28000000,0.431483,0.010156,0.477243
"22",29,8377,248,17659,468564,10673,506845,28000000,29000000,0.468564,0.010673,0.506845
"22",30,8431,239,17896,464024,10251,500707,29000000,30000000,0.464024,0.010251,0.500707
"22",31,8536,233,17904,469947,10253,502982,30000000,31000000,0.469947,0.010253,0.502982
"22",32,8456,233,18119,465187,9455,500373,31000000,32000000,0.465187,0.009455,0.500373
"22",33,8316,240,17687,459176,12489,497160,32000000,33000000,0.459176,0.012489,0.49716
"22",34,8354,208,17855,449696,8515,491872,33000000,34000000,0.449696,0.008515,0.491872
"22",35,8299,232,17583,450611,13952,494503,34000000,35000000,0.450611,0.013952,0.494503
"22",36,8174,214,17578,440967,9754,486175,35000000,36000000,0.440967,0.009754,0.486175
"22",37,8423,253,17877,457868,10254,496469,36000000,37000000,0.457868,0.010254,0.496469
"22",38,8163,172,17349,436762,7388,482910,37000000,38000000,0.436762,0.007388,0.48291
"22",39,8356,217,17812,459114,9172,494841,38000000,39000000,0.459114,0.009172,0.494841
"22",40,8268,210,17706,452070,8721,491853,39000000,40000000,0.45207,0.008721,0.491853
"22",41,8428,253,17747,466802,11079,506834,40000000,41000000,0.466802,0.011079,0.506834
"22",42,8518,239,18136,467140,9949,500309,41000000,42000000,0.46714,0.009949,0.500309
"22",43,8405,207,17764,455378,8191,494188,42000000,43000000,0.455378,0.008191,0.494188
"22",44,8242,204,17728,458686,8165,495469,43000000,44000000,0.458686,0.008165,0.495469
"22",45,8254,180,17654,450861,8106,494394,44000000,45000000,0.450861,0.008106,0.494394
"22",46,8303,231,17827,457710,9402,497435,45000000,46000000,0.45771,0.009402,0.497435
"22",47,8447,230,17781,472449,9197,510751,46000000,47000000,0.472449,0.009197,0.510751
"22",48,8277,205,17540,455666,9420,498425,47000000,48000000,0.455666,0.00942,0.498425
"22",49,8287,220,17414,462995,9894,499021,48000000,49000000,0.462995,0.009894,0.499021
"22",50,8197,185,17403,458163,8984,503096,49000000,50000000,0.458163,0.008984,0.503096
"22",51,7783,176,16735,453382,7141,487791,50000000,51000000,0.453382,0.007141,0.487791
"22",52,1979,42,4362,110781,1708,123261,51000000,51304566,0.110781,0.001708,0.123261
"3",1,7968,328,16602,474935,15098,498346,0,1000000,0.474935,0.015098,0.498346
"3",2,8380,331,17617,503979,16412,529418,1000000,2000000,0.503979,0.016412,0.529418
"3",3,8584,292,17788,502304,12695,527866,2000000,3000000,0.502304,0.012695,0.527866
"3",4,8390,287,17823,478884,13431,509126,3000000,4000000,0.478884,0.013431,0.509126
"3",5,8387,244,17638,460404,10632,500135,4000000,5000000,0.460404,0.010632,0.500135
"3",6,8291,226,17592,458860,9972,500037,5000000,6000000,0.45886,0.009972,0.500037
"3",7,8408,300,17618,492447,13150,521870,6000000,7000000,0.492447,0.01315,0.52187
"3",8,8512,288,17739,486888,12935,519472,7000000,8000000,0.486888,0.012935,0.519472
"3",9,8418,323,17681,467829,15689,502142,8000000,9000000,0.467829,0.015689,0.502142
"3",10,8361,232,17707,451064,9621,493650,9000000,10000000,0.451064,0.009621,0.49365
"3",11,8296,214,17624,447892,9218,490237,10000000,11000000,0.447892,0.009218,0.490237
"3",12,8339,175,17854,454784,6966,495330,11000000,12000000,0.454784,0.006966,0.49533
"3",13,8424,256,17929,467156,10113,507094,12000000,13000000,0.467156,0.010113,0.507094
"3",14,8282,222,17702,449673,8895,494936,13000000,14000000,0.449673,0.008895,0.494936
"3",15,8160,207,17575,439756,8437,491971,14000000,15000000,0.439756,0.008437,0.491971
"3",16,8501,243,17869,477520,10804,513748,15000000,16000000,0.47752,0.010804,0.513748
"3",17,8348,242,17795,462319,11598,506169,16000000,17000000,0.462319,0.011598,0.506169
"3",18,8435,304,17717,498614,12533,524954,17000000,18000000,0.498614,0.012533,0.524954
"3",19,8465,302,17725,495633,15008,524090,18000000,19000000,0.495633,0.015008,0.52409
"3",20,8330,314,17601,486005,13410,520824,19000000,20000000,0.486005,0.01341,0.520824
"3",21,8335,303,17606,479803,13432,517203,20000000,21000000,0.479803,0.013432,0.517203
"3",22,8456,331,17700,500302,14694,527506,21000000,22000000,0.500302,0.014694,0.527506
"3",23,8363,327,17465,493879,14002,527619,22000000,23000000,0.493879,0.014002,0.527619
"3",24,8395,305,17857,482037,13055,519207,23000000,24000000,0.482037,0.013055,0.519207
"3",25,8469,279,17721,488582,12161,518094,24000000,25000000,0.488582,0.012161,0.518094
"3",26,8472,263,17885,483583,10764,514615,25000000,26000000,0.483583,0.010764,0.514615
"3",27,8273,235,17484,464065,9749,508626,26000000,27000000,0.464065,0.009749,0.508626
"3",28,8317,299,17816,476556,13084,512194,27000000,28000000,0.476556,0.013084,0.512194
"3",29,8374,328,17702,486587,13860,520411,28000000,29000000,0.486587,0.01386,0.520411
"3",30,8539,320,17808,512863,13476,534941,29000000,30000000,0.512863,0.013476,0.534941
"3",31,8486,295,17764,486902,13830,522572,30000000,31000000,0.486902,0.01383,0.522572
"3",32,8374,240,17655,466143,10555,502912,31000000,32000000,0.466143,0.010555,0.502912
"3",33,8485,246,17915,469220,10864,504705,32000000,33000000,0.46922,0.010864,0.504705
"3",34,8401,267,17663,475285,11570,512018,33000000,34000000,0.475285,0.01157,0.512018
"3",35,8184,272,17361,465916,13785,506303,34000000,35000000,0.465916,0.013785,0.506303
"3",36,8383,323,17502,499945,14842,530499,35000000,36000000,0.499945,0.014842,0.530499
"3",37,8263,304,17565,465951,13958,510614,36000000,37000000,0.465951,0.013958,0.510614
"3",38,8436,251,17822,466983,10385,509300,37000000,38000000,0.466983,0.010385,0.5093
"3",39,8331,231,17555,459316,11249,499544,38000000,39000000,0.459316,0.011249,0.499544
"3",40,8193,228,17473,450987,10897,499777,39000000,40000000,0.450987,0.010897,0.499777
"3",41,8258,255,17699,453757,12215,498091,40000000,41000000,0.453757,0.012215,0.498091
"3",42,8156,255,17449,453769,10424,498578,41000000,42000000,0.453769,0.010424,0.498578
"3",43,8286,251,17731,453041,11403,499390,42000000,43000000,0.453041,0.011403,0.49939
"3",44,8268,262,17667,456614,10823,503965,43000000,44000000,0.456614,0.010823,0.503965
"3",45,8399,241,17799,464176,10354,506309,44000000,45000000,0.464176,0.010354,0.506309
"3",46,8496,283,17831,465735,11677,504882,45000000,46000000,0.465735,0.011677,0.504882
"3",47,8229,269,17594,450013,11098,494337,46000000,47000000,0.450013,0.011098,0.494337
"3",48,8480,253,18022,468970,11265,505541,47000000,48000000,0.46897,0.011265,0.505541
"3",49,8375,257,17872,460991,11332,497354,48000000,49000000,0.460991,0.011332,0.497354
"3",50,8479,236,18206,462780,10728,501816,49000000,50000000,0.46278,0.010728,0.501816
"3",51,8351,233,17605,461141,9121,501568,50000000,51000000,0.461141,0.009121,0.501568
"3",52,8174,204,17692,444143,9303,492634,51000000,52000000,0.444143,0.009303,0.492634
"3",53,8501,231,18019,468516,9200,509956,52000000,53000000,0.468516,0.0092,0.509956
"3",54,8389,248,17812,462928,10261,503196,53000000,54000000,0.462928,0.010261,0.503196
"3",55,8352,239,17671,456088,9712,501269,54000000,55000000,0.456088,0.009712,0.501269
"3",56,8399,261,17711,460440,11061,503880,55000000,56000000,0.46044,0.011061,0.50388
"3",57,8376,293,17811,470689,14273,510088,56000000,57000000,0.470689,0.014273,0.510088
"3",58,8463,301,17854,484433,14072,520463,57000000,58000000,0.484433,0.014072,0.520463
"3",59,8298,252,17807,459522,9770,502622,58000000,59000000,0.459522,0.00977,0.502622
"3",60,8429,246,17816,468365,10770,510729,59000000,60000000,0.468365,0.01077,0.510729
"3",61,8648,298,17872,486200,13516,513870,60000000,61000000,0.4862,0.013516,0.51387
"3",62,8435,263,17795,466049,11467,504105,61000000,62000000,0.466049,0.011467,0.504105
"3",63,8605,276,17906,488110,11143,515515,62000000,63000000,0.48811,0.011143,0.515515
"3",64,8367,273,17761,477483,11814,509936,63000000,64000000,0.477483,0.011814,0.509936
"3",65,8426,236,17904,467075,10612,507315,64000000,65000000,0.467075,0.010612,0.507315
"3",66,8347,227,17838,464687,10837,505857,65000000,66000000,0.464687,0.010837,0.505857
"3",67,7591,232,16061,421623,11787,458211,66000000,67000000,0.421623,0.011787,0.458211
"3",68,8260,269,17792,475261,11113,513341,67000000,68000000,0.475261,0.011113,0.513341
"3",69,8489,255,17944,482732,11171,519552,68000000,69000000,0.482732,0.011171,0.519552
"3",70,8589,314,17880,490653,13541,518585,69000000,70000000,0.490653,0.013541,0.518585
"3",71,8522,309,17799,496898,13292,525777,70000000,71000000,0.496898,0.013292,0.525777
"3",72,8464,242,17856,470007,9711,506194,71000000,72000000,0.470007,0.009711,0.506194
"3",73,8432,211,17773,456225,9555,498122,72000000,73000000,0.456225,0.009555,0.498122
"3",74,8464,265,17869,471989,10898,505598,73000000,74000000,0.471989,0.010898,0.505598
"3",75,8525,294,17784,504762,12583,530486,74000000,75000000,0.504762,0.012583,0.530486
"3",76,8249,296,17704,476693,12895,512564,75000000,76000000,0.476693,0.012895,0.512564
"3",77,8591,378,17792,538736,16827,549205,76000000,77000000,0.538736,0.016827,0.549205
"3",78,8535,355,17718,531647,15951,546615,77000000,78000000,0.531647,0.015951,0.546615
"3",79,8434,378,17645,520777,17319,541877,78000000,79000000,0.520777,0.017319,0.541877
"3",80,8527,450,17603,546486,19535,556462,79000000,80000000,0.546486,0.019535,0.556462
"3",81,8378,421,17402,538308,19964,557819,80000000,81000000,0.538308,0.019964,0.557819
"3",82,8498,373,17631,523506,16252,542211,81000000,82000000,0.523506,0.016252,0.542211
"3",83,8404,408,17402,534976,20246,547455,82000000,83000000,0.534976,0.020246,0.547455
"3",84,8405,457,17460,550303,21434,564422,83000000,84000000,0.550303,0.021434,0.564422
"3",85,8269,394,17380,525971,18832,544943,84000000,85000000,0.525971,0.018832,0.544943
"3",86,8439,490,17514,566272,22341,568762,85000000,86000000,0.566272,0.022341,0.568762
"3",87,8492,410,17673,536825,19907,551845,86000000,87000000,0.536825,0.019907,0.551845
"3",88,8277,342,17557,510978,14454,537387,87000000,88000000,0.510978,0.014454,0.537387
"3",89,8338,337,17659,508883,15036,538349,88000000,89000000,0.508883,0.015036,0.538349
"3",90,8475,353,17436,532559,16569,548142,89000000,90000000,0.532559,0.016569,0.548142
"3",91,4248,149,9075,251997,5884,274800,90000000,91000000,0.251997,0.005884,0.2748
"3",92,0,0,0,0,0,0,91000000,92000000,0,0,0
"3",93,0,0,0,0,0,0,92000000,93000000,0,0,0
"3",94,4211,153,8590,245569,6442,256074,93000000,94000000,0.245569,0.006442,0.256074
"3",95,8384,399,17653,517415,17286,541417,94000000,95000000,0.517415,0.017286,0.541417
"3",96,8348,454,17506,545111,21998,558179,95000000,96000000,0.545111,0.021998,0.558179
"3",97,8328,394,17569,524262,18526,548101,96000000,97000000,0.524262,0.018526,0.548101
"3",98,8338,322,17619,507345,13507,533236,97000000,98000000,0.507345,0.013507,0.533236
"3",99,8215,284,17581,471067,13674,520571,98000000,99000000,0.471067,0.013674,0.520571
"3",100,8520,291,17773,485853,12293,516832,99000000,100000000,0.485853,0.012293,0.516832
"3",101,8465,288,17783,479457,11480,517057,100000000,101000000,0.479457,0.01148,0.517057
"3",102,8249,291,17684,468352,12845,509853,101000000,102000000,0.468352,0.012845,0.509853
"3",103,8393,335,17715,510474,14960,538770,102000000,103000000,0.510474,0.01496,0.53877
"3",104,8422,382,17499,535280,16559,550161,103000000,104000000,0.53528,0.016559,0.550161
"3",105,8436,373,17653,514422,15926,540543,104000000,105000000,0.514422,0.015926,0.540543
"3",106,8436,319,17627,516672,13701,539260,105000000,106000000,0.516672,0.013701,0.53926
"3",107,8476,302,17663,491345,15184,528480,106000000,107000000,0.491345,0.015184,0.52848
"3",108,8473,284,17728,493401,12262,521088,107000000,108000000,0.493401,0.012262,0.521088
"3",109,8466,318,17719,488341,14784,517276,108000000,109000000,0.488341,0.014784,0.517276
"3",110,8246,307,17567,483417,13313,520615,109000000,110000000,0.483417,0.013313,0.520615
"3",111,8337,317,17626,497471,14213,529804,110000000,111000000,0.497471,0.014213,0.529804
"3",112,8375,265,17657,475868,12458,512452,111000000,112000000,0.475868,0.012458,0.512452
"3",113,8299,279,17545,469089,11784,508141,112000000,113000000,0.469089,0.011784,0.508141
"3",114,8482,283,17753,481611,11759,517030,113000000,114000000,0.481611,0.011759,0.51703
"3",115,8491,323,17766,503732,13987,531987,114000000,115000000,0.503732,0.013987,0.531987
"3",116,8465,300,17689,481726,12994,511698,115000000,116000000,0.481726,0.012994,0.511698
"3",117,8572,281,17653,498113,12450,519808,116000000,117000000,0.498113,0.01245,0.519808
"3",118,8415,308,17637,502414,13789,528461,117000000,118000000,0.502414,0.013789,0.528461
"3",119,8204,292,17501,458058,11976,507975,118000000,119000000,0.458058,0.011976,0.507975
"3",120,8335,271,17641,469177,11187,507928,119000000,120000000,0.469177,0.011187,0.507928
"3",121,8104,269,17434,457813,11307,503392,120000000,121000000,0.457813,0.011307,0.503392
"3",122,8206,251,17445,465345,11782,503896,121000000,122000000,0.465345,0.011782,0.503896
"3",123,8223,263,17511,464599,10963,505335,122000000,123000000,0.464599,0.010963,0.505335
"3",124,8300,240,17649,458558,10925,501366,123000000,124000000,0.458558,0.010925,0.501366
"3",125,8388,232,17734,466194,9718,501936,124000000,125000000,0.466194,0.009718,0.501936
"3",126,8334,344,17811,467918,14049,508491,125000000,126000000,0.467918,0.014049,0.508491
"3",127,8209,218,17413,461297,9225,502646,126000000,127000000,0.461297,0.009225,0.502646
"3",128,8286,282,17709,459573,11959,502927,127000000,128000000,0.459573,0.011959,0.502927
"3",129,8308,222,17916,461465,10005,501428,128000000,129000000,0.461465,0.010005,0.501428
"3",130,8356,252,17697,465211,10164,504536,129000000,130000000,0.465211,0.010164,0.504536
"3",131,8356,243,17615,477767,10107,515031,130000000,131000000,0.477767,0.010107,0.515031
"3",132,8349,268,17641,471341,12574,508673,131000000,132000000,0.471341,0.012574,0.508673
"3",133,8459,270,17594,487772,11265,517760,132000000,133000000,0.487772,0.011265,0.51776
"3",134,8232,266,17752,459343,10724,500411,133000000,134000000,0.459343,0.010724,0.500411
"3",135,8222,243,17490,450861,10723,495330,134000000,135000000,0.450861,0.010723,0.49533
"3",136,8149,228,17547,444012,9318,494604,135000000,136000000,0.444012,0.009318,0.494604
"3",137,8355,234,17614,469122,10245,505861,136000000,137000000,0.469122,0.010245,0.505861
"3",138,8204,252,17466,452803,10284,499679,137000000,138000000,0.452803,0.010284,0.499679
"3",139,8306,276,17650,463486,13330,503587,138000000,139000000,0.463486,0.01333,0.503587
"3",140,8245,253,17665,454797,11470,497963,139000000,140000000,0.454797,0.01147,0.497963
"3",141,8097,212,17658,445411,10351,500491,140000000,141000000,0.445411,0.010351,0.500491
"3",142,8341,281,17774,473238,12826,511613,141000000,142000000,0.473238,0.012826,0.511613
"3",143,8422,335,17673,488619,14085,522445,142000000,143000000,0.488619,0.014085,0.522445
"3",144,8468,279,17766,489905,13036,520842,143000000,144000000,0.489905,0.013036,0.520842
"3",145,8492,366,17594,533028,17409,546807,144000000,145000000,0.533028,0.017409,0.546807
"3",146,8308,420,17539,524208,19230,547422,145000000,146000000,0.524208,0.01923,0.547422
"3",147,8317,405,17493,511554,18219,539297,146000000,147000000,0.511554,0.018219,0.539297
"3",148,8466,346,17591,527346,14395,542419,147000000,148000000,0.527346,0.014395,0.542419
"3",149,8391,323,17603,501004,13797,524188,148000000,149000000,0.501004,0.013797,0.524188
"3",150,8479,302,17835,477264,12142,513631,149000000,150000000,0.477264,0.012142,0.513631
"3",151,8442,280,17761,483417,11830,517549,150000000,151000000,0.483417,0.01183,0.517549
"3",152,8440,337,17659,509820,14303,533855,151000000,152000000,0.50982,0.014303,0.533855
"3",153,8397,342,17682,504299,15237,528213,152000000,153000000,0.504299,0.015237,0.528213
"3",154,8319,298,17582,489600,13373,521881,153000000,154000000,0.4896,0.013373,0.521881
"3",155,8334,344,17546,486319,14965,523134,154000000,155000000,0.486319,0.014965,0.523134
"3",156,8350,267,17727,470918,11399,508532,155000000,156000000,0.470918,0.011399,0.508532
"3",157,8390,313,17709,488137,13581,519372,156000000,157000000,0.488137,0.013581,0.519372
"3",158,8302,280,17514,477335,12663,517006,157000000,158000000,0.477335,0.012663,0.517006
"3",159,8386,326,17755,492344,13536,523226,158000000,159000000,0.492344,0.013536,0.523226
"3",160,8435,275,17803,480812,12030,515192,159000000,160000000,0.480812,0.01203,0.515192
"3",161,8491,319,17840,493931,14120,522936,160000000,161000000,0.493931,0.01412,0.522936
"3",162,8389,370,17662,509373,16547,536551,161000000,162000000,0.509373,0.016547,0.536551
"3",163,8310,401,17499,531167,18888,554972,162000000,163000000,0.531167,0.018888,0.554972
"3",164,8253,461,17401,528098,20246,550711,163000000,164000000,0.528098,0.020246,0.550711
"3",165,8347,453,17636,546263,20243,560486,164000000,165000000,0.546263,0.020243,0.560486
"3",166,8312,383,17601,534961,16742,555038,165000000,166000000,0.534961,0.016742,0.555038
"3",167,8334,359,17499,519002,15440,545768,166000000,167000000,0.519002,0.01544,0.545768
"3",168,8372,330,17693,503942,14318,531382,167000000,168000000,0.503942,0.014318,0.531382
"3",169,8588,366,17793,518646,15809,540979,168000000,169000000,0.518646,0.015809,0.540979
"3",170,8519,303,17760,493128,13749,520612,169000000,170000000,0.493128,0.013749,0.520612
"3",171,8377,289,17689,468513,12247,508320,170000000,171000000,0.468513,0.012247,0.50832
"3",172,8424,259,17759,477483,11808,512033,171000000,172000000,0.477483,0.011808,0.512033
"3",173,8419,280,17778,491995,11116,521683,172000000,173000000,0.491995,0.011116,0.521683
"3",174,8584,402,17646,535708,18181,545205,173000000,174000000,0.535708,0.018181,0.545205
"3",175,8498,383,17675,532592,16945,547996,174000000,175000000,0.532592,0.016945,0.547996
"3",176,8386,417,17600,530603,20474,548083,175000000,176000000,0.530603,0.020474,0.548083
"3",177,8350,293,17686,482013,13591,518357,176000000,177000000,0.482013,0.013591,0.518357
"3",178,8315,291,17661,484990,12847,516249,177000000,178000000,0.48499,0.012847,0.516249
"3",179,8293,270,17523,481258,14725,517583,178000000,179000000,0.481258,0.014725,0.517583
"3",180,8395,300,17859,486711,12887,519333,179000000,180000000,0.486711,0.012887,0.519333
"3",181,8334,282,17669,486104,12125,517990,180000000,181000000,0.486104,0.012125,0.51799
"3",182,8447,303,17709,490093,14443,521925,181000000,182000000,0.490093,0.014443,0.521925
"3",183,8396,303,17775,483608,13577,517664,182000000,183000000,0.483608,0.013577,0.517664
"3",184,8381,235,17871,463990,9855,503059,183000000,184000000,0.46399,0.009855,0.503059
"3",185,8240,211,17599,450221,8627,494206,184000000,185000000,0.450221,0.008627,0.494206
"3",186,8411,252,17919,467486,12789,504525,185000000,186000000,0.467486,0.012789,0.504525
"3",187,8192,262,17655,451824,11530,494495,186000000,187000000,0.451824,0.01153,0.494495
"3",188,8383,233,17633,455690,11015,496927,187000000,188000000,0.45569,0.011015,0.496927
"3",189,8411,294,17722,472695,12680,510200,188000000,189000000,0.472695,0.01268,0.5102
